"SOLVEID","TRANSACTIONID","CLOSEID","ORGID","ORGNAME"
"10000002","EN20130410655","100001","12","云电同方"
"10000002","EN20130410656","100001","209","信息中心"
"10000002","EN20130410657","100001","202","昆明能讯"
"10000002","EN20130410658","100001","209","信息中心"
"10000002","EN20130410660","100001","12","云电同方"
"10000002","EN20130410661","100001","203","远信科技"
"10000002","EN20130410662","100001","202","昆明能讯"
"10000002","EN20130410663","100001","209","信息中心"
"10000003","EN20130410664","100003","12","云电同方"
"10000002","EN20130410665","100001","203","远信科技"
"10000002","EN20130410666","100001","203","远信科技"
"10000002","EN20130410667","100001","203","远信科技"
"10000003","EN20130410668","100001","202","昆明能讯"
"10000002","EN20130410669","100001","203","远信科技"
"10000002","EN20130410670","100001","209","信息中心"
"10000002","EN20130410671","100001","202","昆明能讯"
"10000002","EN20130410672","100001","21","红河供电局"
"10000002","EN20130410673","100001","12","云电同方"
"10000003","EN20130410674","100003","19","楚雄供电局"
"10000002","EN20130410675","100001","209","信息中心"
"10000002","EN20130410676","100001","202","昆明能讯"
"10000002","EN20130410677","100001","12","云电同方"
"10000002","EN20130410678","100001","203","远信科技"
"10000002","EN20130410679","100001","203","远信科技"
"10000003","EN20130410680","100003","12","云电同方"
"10000002","EN20130410681","100001","12","云电同方"
"10000002","EN20130410682","100001","203","远信科技"
"10000002","EN20130410683","100001","203","远信科技"
"10000002","EN20130410684","100001","202","昆明能讯"
"10000002","EN20130410685","100001","209","信息中心"
"10000002","EN20130410686","100001","203","远信科技"
"10000003","EN20130410687","100001","209","信息中心"
"10000003","EN20130410688","100003","12","云电同方"
"10000002","EN20130410689","100001","209","信息中心"
"10000002","EN20130410690","100001","12","云电同方"
"10000002","EN20130410691","100001","400","昭通供电局"
"10000002","EN20130410692","100001","209","信息中心"
"10000002","EN20130410693","100001","202","昆明能讯"
"10000002","EN20130410694","100001","209","信息中心"
"10000002","EN20130410695","100001","203","远信科技"
"10000002","EN20130410696","100001","209","信息中心"
"10000002","EN20130410697","100001","209","信息中心"
"10000002","EN20130410698","100001","202","昆明能讯"
"10000002","EN20130410699","100001","209","信息中心"
"10000003","EN20130410700","100003","12","云电同方"
"10000002","EN20130410701","100001","202","昆明能讯"
"10000002","EN20130410702","100001","203","远信科技"
"10000002","EN20130410703","100001","12","云电同方"
"10000002","EN20130410704","100001","203","远信科技"
"10000002","EN20130410705","100001","12","云电同方"
"10000002","EN20130410706","100001","209","信息中心"
"10000002","EN20130410707","100010","203","远信科技"
"10000002","EN20130410708","100001","203","远信科技"
"10000002","EN20130410709","100001","203","远信科技"
"10000002","EN20130410710","100001","209","信息中心"
"10000003","EN20130410711","100001","202","昆明能讯"
"10000003","EN20130410712","100003","19","楚雄供电局"
"10000002","EN20130410713","100001","12","云电同方"
"10000002","EN20130410714","100001","202","昆明能讯"
"10000002","EN20130410715","100001","209","信息中心"
"10000004","EN20130410716","100005","202","昆明能讯"
"10000002","EN20130410717","100001","202","昆明能讯"
"10000002","EN20130410718","100001","202","昆明能讯"
"10000002","EN20130410719","100001","203","远信科技"
"10000002","EN20130410720","100001","12","云电同方"
"10000002","EN20130410721","100001","12","云电同方"
"10000003","EN20130410722","100001","202","昆明能讯"
"10000002","EN20130410723","100001","209","信息中心"
"10000002","EN20130410724","100001","202","昆明能讯"
"10000002","EN20130410725","100001","203","远信科技"
"10000002","EN20130410726","100001","12","云电同方"
"10000002","EN20130410727","100001","202","昆明能讯"
"10000003","EN20130410728","100003","12","云电同方"
"10000002","EN20130410729","100001","202","昆明能讯"
"10000002","EN20130410730","100001","12","云电同方"
"10000003","EN20130410731","100003","12","云电同方"
"10000002","EN20130410732","100001","12","云电同方"
"10000002","EN20130410733","100001","12","云电同方"
"10000003","EN20130410734","100003","12","云电同方"
"10000002","EN20130410735","100001","12","云电同方"
"10000003","EN20130411001","100005","202","昆明能讯"
"10000003","EN20130411002","100001","209","信息中心"
"10000003","EN20130411003","100005","202","昆明能讯"
"10000002","EN20130411004","100001","203","远信科技"
"10000002","EN20130411005","100001","203","远信科技"
"10000002","EN20130411006","100001","203","远信科技"
"10000002","EN20130411007","100001","209","信息中心"
"10000002","EN20130411008","100001","209","信息中心"
"10000003","EN20130411009","100005","202","昆明能讯"
"10000002","EN20130411010","100001","209","信息中心"
