"SOLVEID","TRANSACTIONID","CLOSEID","ORGID","ORGNAME"
"10000002","EN20121105283","100001","12","云电同方"
"10000002","EN20121105284","100001","203","远信科技"
"10000002","EN20121105285","100001","19","楚雄供电局"
"10000003","EN20121105286","100003","12","云电同方"
"10000002","EN20121105287","100001","203","远信科技"
"10000002","EN20121105288","100001","12","云电同方"
"10000002","EN20121105289","100001","202","昆明能讯"
"10000002","EN20121105290","100001","12","云电同方"
"10000002","EN20121105291","100001","203","远信科技"
"10000003","EN20121105292","100003","12","云电同方"
"10000002","EN20121105293","100001","202","昆明能讯"
"10000002","EN20121105294","100001","203","远信科技"
"10000002","EN20121105295","100001","12","云电同方"
"10000002","EN20121105296","100001","202","昆明能讯"
"10000002","EN20121105297","100001","202","昆明能讯"
"10000002","EN20121105298","100001","202","昆明能讯"
"10000002","EN20121105299","100001","203","远信科技"
"10000002","EN20121105300","100001","12","云电同方"
"10000002","EN20121105301","100001","202","昆明能讯"
"10000002","EN20121105302","100001","203","远信科技"
"10000003","EN20121105303","100003","202","昆明能讯"
"10000003","EN20121105304","100003","12","云电同方"
"10000002","EN20121105305","100001","203","远信科技"
"10000002","EN20121105306","100001","202","昆明能讯"
"10000002","EN20121105307","100001","203","远信科技"
"10000003","EN20121105308","100003","25","临沧供电局"
"10000002","EN20121105309","100001","203","远信科技"
"10000002","EN20121105310","100001","202","昆明能讯"
"10000002","EN20121105311","100001","12","云电同方"
"10000002","EN20121105312","100001","203","远信科技"
"10000002","EN20121105313","100001","202","昆明能讯"
"10000002","EN20121105314","100001","203","远信科技"
"10000003","EN20121105315","100003","12","云电同方"
