"SOLVEID","TRANSACTIONID","CLOSEID","ORGID","ORGNAME"
"10000002","EN20120515256","100001","12","云电同方"
"10000002","EN20120515257","100001","12","云电同方"
"10000002","EN20120515258","100001","203","远信科技"
"10000002","EN20120515259","100001","12","云电同方"
"10000002","EN20120515260","100001","202","昆明能讯"
"10000002","EN20120515261","100001","202","昆明能讯"
"10000002","EN20120515262","100001","203","远信科技"
"10000002","EN20120515263","100001","12","云电同方"
"10000002","EN20120515264","100001","203","远信科技"
"10000002","EN20120515265","100001","203","远信科技"
"10000002","EN20120515266","100001","203","远信科技"
"10000002","EN20120515267","100001","203","远信科技"
"10000002","EN20120515268","100001","203","远信科技"
"10000002","EN20120515269","100001","203","远信科技"
"10000002","EN20120515270","100001","203","远信科技"
"10000002","EN20120515271","100001","203","远信科技"
"10000002","EN20120515272","100001","203","远信科技"
"10000002","EN20120515273","100001","202","昆明能讯"
"10000002","EN20120515274","100001","203","远信科技"
"10000002","EN20120515275","100001","203","远信科技"
"10000002","EN20120515276","100001","12","云电同方"
"10000002","EN20120515277","100001","12","云电同方"
"10000002","EN20120515278","100001","12","云电同方"
"10000002","EN20120515279","100001","12","云电同方"
"10000002","EN20120515280","100001","12","云电同方"
"10000002","EN20120515282","100001","203","远信科技"
"10000002","EN20120515283","100001","12","云电同方"
