"10000003","EN20120401005","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401015","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401018","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401028","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401029","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401030","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401042","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000002","EN20120401066","100003","12","云电同方","程序判定：一线解决 实际判定:二线根本解决"
"10000003","EN20120401073","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401079","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401087","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401088","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401093","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401098","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401101","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000002","EN20120401146","100010","12","云电同方","程序判定：一线解决 实际判定:可忽略（作废工单）"
"10000003","EN20120401158","100001","12","云电同方","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401159","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401160","100001","12","云电同方","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401166","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000002","EN20120401172","100003","202","昆明能讯","程序判定：一线解决 实际判定:二线根本解决"
"10000003","EN20120401185","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401187","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401201","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401212","100001","12","云电同方","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401218","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401220","100001","12","云电同方","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401238","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401247","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401249","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
"10000003","EN20120401263","100001","203","远信科技","程序判定：二线解决 实际判定:一线根本解决"
